timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1718987436166,664,HTTP Request,200,OK,Thread Group 180 1-82,text,true,,1708,14718,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,664,0,132
1718987436498,625,HTTP Request,200,OK,Thread Group 180 1-83,text,true,,1708,13516,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,625,0,128
1718987436830,774,HTTP Request,200,OK,Thread Group 180 1-84,text,true,,1708,13349,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,774,0,135
1718987437163,778,HTTP Request,200,OK,Thread Group 180 1-85,text,true,,1708,14504,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,778,0,114
1718987437495,714,HTTP Request,200,OK,Thread Group 180 1-86,text,true,,1708,12938,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,714,0,218
1718987437828,620,HTTP Request,200,OK,Thread Group 180 1-87,text,true,,1708,11912,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,620,0,136
1718987438161,660,HTTP Request,200,OK,Thread Group 180 1-88,text,true,,1708,11755,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,660,0,130
1718987438494,627,HTTP Request,200,OK,Thread Group 180 1-89,text,true,,1708,12081,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,627,0,126
1718987438828,617,HTTP Request,200,OK,Thread Group 180 1-90,text,true,,1708,12925,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,617,0,123
1718987439162,644,HTTP Request,200,OK,Thread Group 180 1-91,text,true,,1708,14026,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,644,0,136
1718987439494,626,HTTP Request,200,OK,Thread Group 180 1-92,text,true,,1708,13910,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,626,0,124
1718987439827,610,HTTP Request,200,OK,Thread Group 180 1-93,text,true,,1708,13238,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,610,0,108
1718987440160,616,HTTP Request,200,OK,Thread Group 180 1-94,text,true,,1708,15424,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,616,0,96
1718987440493,664,HTTP Request,200,OK,Thread Group 180 1-95,text,true,,1708,16755,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,664,0,126
1718987440826,610,HTTP Request,200,OK,Thread Group 180 1-96,text,true,,1708,13650,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,610,0,114
1718987441159,783,HTTP Request,200,OK,Thread Group 180 1-97,text,true,,1708,11524,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,783,0,132
1718987441492,645,HTTP Request,200,OK,Thread Group 180 1-98,text,true,,1708,14010,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,645,0,130
1718987441825,644,HTTP Request,200,OK,Thread Group 180 1-99,text,true,,1708,12868,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,644,0,164
1718987442158,720,HTTP Request,200,OK,Thread Group 180 1-100,text,true,,1708,15311,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,720,0,198
1718987442491,634,HTTP Request,200,OK,Thread Group 180 1-101,text,true,,1712,12931,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,634,0,128
1718987442825,635,HTTP Request,200,OK,Thread Group 180 1-102,text,true,,1708,15539,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,635,0,114
1718987443158,663,HTTP Request,200,OK,Thread Group 180 1-103,text,true,,1708,11868,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,663,0,172
1718987443491,619,HTTP Request,200,OK,Thread Group 180 1-104,text,true,,1708,14366,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,619,0,106
1718987443823,650,HTTP Request,200,OK,Thread Group 180 1-105,text,true,,1708,14757,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,650,0,127
1718987444156,784,HTTP Request,200,OK,Thread Group 180 1-106,text,true,,1708,11768,3,3,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,784,0,308
1718987444489,653,HTTP Request,200,OK,Thread Group 180 1-107,text,true,,1708,14718,2,2,https://skripsi-dlib-psp6a4cyiq-et.a.run.app/upload,653,0,128
